CFW_ID,ORG_ID,PG_ATTRIBUTE_LIB_ID,ATTRIBUTE_VALUE,ATTRIBUTE_ORDER,START_DATE,END_DATE,BLANK
3ID-CFW,103-MIBN,ClusterPG|ClusterIdentifier,103-MIBN,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,ItemIdentificationPG|ItemIdentification,1-10-FABN,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,ItemIdentificationPG|Nomenclature,1/10 FA Bn,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.7.1.1,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,MilitaryOrgPG|HomeLocation,GeolocCode=HCML,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,MilitaryOrgPG|SRC,06365A500100,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,MilitaryOrgPG|UIC,WARXAA,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,MilitaryOrgPG|UTC,17WVV,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,TypeIdentificationPG|AlternateTypeIdentification,SRC/06365A500100,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,TypeIdentificationPG|Nomenclature,1/10 FA Bn,0,1-Jan-00,, 
3ID-CFW,1-10-FABN,TypeIdentificationPG|TypeIdentification,UTC/17WVV,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,ClusterPG|ClusterIdentifier,110-QMCO-POLSPLY,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,ItemIdentificationPG|AlternateItemIdentification,UIC/WELKAA,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,ItemIdentificationPG|ItemIdentification,110-QMCO-POLSPLY,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,ItemIdentificationPG|Nomenclature,110 QM POL Supply Co,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,MilitaryOrgPG|Echelon,4,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.3.5,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,MilitaryOrgPG|SRC,10427L000100,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,MilitaryOrgPG|UIC,WELKAA,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,MilitaryOrgPG|UTC,J5TNN,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,OrganizationPG|Roles,FuelSupplyProvider,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,OrganizationPG|Roles,PackagedPOLSupplyProvider,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,TypeIdentificationPG|AlternateTypeIdentification,SRC/10427L000100,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,TypeIdentificationPG|Nomenclature,110 QM POL Supply Co,0,1-Jan-00,, 
3ID-CFW,110-QMCO-POLSPLY,TypeIdentificationPG|TypeIdentification,UTC/J5TNN,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,ClusterPG|ClusterIdentifier,1-14-CAVSQDN,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,ItemIdentificationPG|AlternateItemIdentification,UIC/WJHJAA,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,ItemIdentificationPG|ItemIdentification,1-14-CAVSQDN,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,ItemIdentificationPG|Nomenclature,1/14 Cav Sqdrn (RSTA),0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.8.7,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,MilitaryOrgPG|HomeLocation,GeolocCode=HGUH,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,MilitaryOrgPG|UIC,WJHJAA,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,TypeIdentificationPG|AlternateTypeIdentification,SRC/,0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,TypeIdentificationPG|Nomenclature,1/14 Cav Sqdrn (RSTA),0,1-Jan-00,, 
3ID-CFW,1-14-CAVSQDN,TypeIdentificationPG|TypeIdentification,UTC/,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,ClusterPG|ClusterIdentifier,1-15-INFBN,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,ItemIdentificationPG|AlternateItemIdentification,UIC/WAR0AA,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,ItemIdentificationPG|ItemIdentification,1-15-INFBN,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,ItemIdentificationPG|Nomenclature,1/15 Inf Bn (Mech),0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.5.6,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,MilitaryOrgPG|HomeLocation,GeolocCode=HCML,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,MilitaryOrgPG|SRC,07245L200100,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,MilitaryOrgPG|UIC,WAR0AA,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,MilitaryOrgPG|UTC,0LG77,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,TypeIdentificationPG|AlternateTypeIdentification,SRC/07245L200100,0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,TypeIdentificationPG|Nomenclature,1/15 Inf Bn (Mech),0,1-Jan-00,, 
3ID-CFW,1-15-INFBN,TypeIdentificationPG|TypeIdentification,UTC/0LG77,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,ClusterPG|ClusterIdentifier,119-TCCO-CGO,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,ItemIdentificationPG|AlternateItemIdentification,UIC/WCP7AA,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,ItemIdentificationPG|ItemIdentification,119-TCCO-CGO,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,ItemIdentificationPG|Nomenclature,119 TC Co CGO Transfer,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,MilitaryOrgPG|Echelon,4,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.4.1,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,MilitaryOrgPG|HomeLocation,GeolocCode=HERT,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,MilitaryOrgPG|SRC,55819L000100,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,MilitaryOrgPG|UIC,WCP7AA,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,MilitaryOrgPG|UTC,UHBNN,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,TypeIdentificationPG|AlternateTypeIdentification,SRC/55819L000100,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,TypeIdentificationPG|Nomenclature,119 TC Co CGO Transfer,0,1-Jan-00,, 
3ID-CFW,119-TCCO-CGO,TypeIdentificationPG|TypeIdentification,UTC/UHBNN,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,ClusterPG|ClusterIdentifier,11-ENGBN,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,ItemIdentificationPG|AlternateItemIdentification,UIC/WAZYAA,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,ItemIdentificationPG|ItemIdentification,11-ENGBN,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,ItemIdentificationPG|Nomenclature,11 Eng Bn,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.6.1.6,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,MilitaryOrgPG|SRC,05335L0001E0,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,MilitaryOrgPG|UIC,WAZYAA,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,MilitaryOrgPG|UTC,4YD77,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,TypeIdentificationPG|AlternateTypeIdentification,SRC/05335L0001E0,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,TypeIdentificationPG|Nomenclature,11 Eng Bn,0,1-Jan-00,, 
3ID-CFW,11-ENGBN,TypeIdentificationPG|TypeIdentification,UTC/4YD77,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,ClusterPG|ClusterIdentifier,1-23-INFBN,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,ItemIdentificationPG|AlternateItemIdentification,UIC/WARNAA,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,ItemIdentificationPG|ItemIdentification,1-23-INFBN,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,ItemIdentificationPG|Nomenclature,1/23 Inf Bn,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.5.8,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,MilitaryOrgPG|HomeLocation,GeolocCode=HGUH,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,MilitaryOrgPG|UIC,WARNAA,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,MilitaryOrgPG|UTC,0LG77,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,TypeIdentificationPG|AlternateTypeIdentification,SRC/,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,TypeIdentificationPG|Nomenclature,1/23 Inf Bn,0,1-Jan-00,, 
3ID-CFW,1-23-INFBN,TypeIdentificationPG|TypeIdentification,UTC/0LG77,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,ClusterPG|ClusterIdentifier,123-SIGBN,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,ItemIdentificationPG|AlternateItemIdentification,UIC/WAQMAA,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,ItemIdentificationPG|ItemIdentification,123-SIGBN,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,ItemIdentificationPG|Nomenclature,123 Signal Bn,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.2.4,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,MilitaryOrgPG|SRC,11065L400100,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,MilitaryOrgPG|UIC,WAQMAA,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,MilitaryOrgPG|UTC,6WT77,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,TypeIdentificationPG|AlternateTypeIdentification,SRC/11065L400100,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,TypeIdentificationPG|Nomenclature,123 Signal Bn,0,1-Jan-00,, 
3ID-CFW,123-SIGBN,TypeIdentificationPG|TypeIdentification,UTC/6WT77,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,ClusterPG|ClusterIdentifier,126-MEDTM-FSURG,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,ItemIdentificationPG|AlternateItemIdentification,UIC/WBQDAA,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,ItemIdentificationPG|ItemIdentification,126-MEDTM-FSURG,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,ItemIdentificationPG|Nomenclature,126 MD Tm Fwd Surgical,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,MilitaryOrgPG|Echelon,3,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.2,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,MilitaryOrgPG|HomeLocation,GeolocCode=HFTZ,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,MilitaryOrgPG|SRC,08518LA00100,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,MilitaryOrgPG|UIC,WBQDAA,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,MilitaryOrgPG|UTC,F4R77,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,TypeIdentificationPG|AlternateTypeIdentification,SRC/08518LA00100,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,TypeIdentificationPG|Nomenclature,126 MD Tm Fwd Surgical,0,1-Jan-00,, 
3ID-CFW,126-MEDTM-FSURG,TypeIdentificationPG|TypeIdentification,UTC/F4R77,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,ClusterPG|ClusterIdentifier,12-FABTRY,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,ItemIdentificationPG|AlternateItemIdentification,UIC/WAQBAA,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,ItemIdentificationPG|ItemIdentification,12-FABTRY,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,ItemIdentificationPG|Nomenclature,13 FA Btry MLRS,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,MilitaryOrgPG|Echelon,4,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.7.2.2.1,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,MilitaryOrgPG|SRC,06398L000100,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,MilitaryOrgPG|UIC,WAQBAA,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,MilitaryOrgPG|UTC,1EUTT,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,TypeIdentificationPG|AlternateTypeIdentification,SRC/06398L000100,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,TypeIdentificationPG|Nomenclature,13 FA Btry MLRS,0,1-Jan-00,, 
3ID-CFW,12-FABTRY,TypeIdentificationPG|TypeIdentification,UTC/1EUTT,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,ClusterPG|ClusterIdentifier,1-30-INFBN,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,ItemIdentificationPG|AlternateItemIdentification,UIC/WGK6AA,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,ItemIdentificationPG|ItemIdentification,1-30-INFBN,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,ItemIdentificationPG|Nomenclature,1/30 Inf Bn (Mech),0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.5.6,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,MilitaryOrgPG|HomeLocation,GeolocCode=HCML,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,MilitaryOrgPG|SRC,07245L200100,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,MilitaryOrgPG|UIC,WGK6AA,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,MilitaryOrgPG|UTC,0LG77,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,TypeIdentificationPG|AlternateTypeIdentification,SRC/07245L200100,0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,TypeIdentificationPG|Nomenclature,1/30 Inf Bn (Mech),0,1-Jan-00,, 
3ID-CFW,1-30-INFBN,TypeIdentificationPG|TypeIdentification,UTC/0LG77,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,ClusterPG|ClusterIdentifier,1-37-FABN,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,ItemIdentificationPG|AlternateItemIdentification,UIC/WJFJAA,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,ItemIdentificationPG|ItemIdentification,1-37-FABN,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,ItemIdentificationPG|Nomenclature,1/37 FA Bn,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.7.1.1,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,MilitaryOrgPG|HomeLocation,GeolocCode=HGUH,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,MilitaryOrgPG|UIC,WJFJAA,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,MilitaryOrgPG|UTC,1LKKK,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,TypeIdentificationPG|AlternateTypeIdentification,SRC/,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,TypeIdentificationPG|Nomenclature,1/37 FA Bn,0,1-Jan-00,, 
