CFW_ID,OPLAN_ID,ORG_GROUP_ID,START_CDAY,END_CDAY,ATTRIBUTE_NAME,ATTRIBUTE_VALUE,BLANK,SORT_SEQ
3ID-CFW,093FF,1-3-ADABN,36,46,LOCATION,FGQS, ,124
3ID-CFW,093FF,1-3-ADABN,46,181,LOCATION,FGQS, ,125
3ID-CFW,093FF,1-3-ADABN,181,225,LOCATION,FGQS, ,126
3ID-CFW,093FF,103-MIBN,0,21,LOCATION,FGQS, ,127
3ID-CFW,093FF,103-MIBN,21,36,LOCATION,FGQS, ,128
3ID-CFW,093FF,103-MIBN,36,46,LOCATION,FGQS, ,129
3ID-CFW,093FF,103-MIBN,46,181,LOCATION,FGQS, ,130
3ID-CFW,093FF,103-MIBN,181,225,LOCATION,FGQS, ,131
3ID-CFW,093FF,3-7-CAVSQDN,0,21,LOCATION,FGQS, ,132
3ID-CFW,093FF,3-7-CAVSQDN,21,36,LOCATION,FGQS, ,133
3ID-CFW,093FF,3-7-CAVSQDN,36,46,LOCATION,FGQS, ,134
3ID-CFW,093FF,3-7-CAVSQDN,46,181,LOCATION,FGQS, ,135
3ID-CFW,093FF,3-7-CAVSQDN,181,225,LOCATION,FGQS, ,136
3ID-CFW,093FF,123-SIGBN,0,31,LOCATION,FGQS, ,137
3ID-CFW,093FF,123-SIGBN,31,36,LOCATION,FGQS, ,138
3ID-CFW,093FF,123-SIGBN,36,46,LOCATION,FGQS, ,139
3ID-CFW,093FF,123-SIGBN,46,181,LOCATION,FGQS, ,140
3ID-CFW,093FF,123-SIGBN,181,225,LOCATION,FGQS, ,141
3ID-CFW,093FF,324-SCBN-TRITAC,0,11,LOCATION,FGQS, ,142
3ID-CFW,093FF,324-SCBN-TRITAC,11,36,LOCATION,FGQS, ,143
3ID-CFW,093FF,324-SCBN-TRITAC,36,46,LOCATION,FGQS, ,144
3ID-CFW,093FF,324-SCBN-TRITAC,46,181,LOCATION,FGQS, ,145
3ID-CFW,093FF,324-SCBN-TRITAC,181,225,LOCATION,FGQS, ,146
3ID-CFW,093FF,ENGBDE-3ID-HHD,0,31,LOCATION,FGQS, ,147
3ID-CFW,093FF,ENGBDE-3ID-HHD,31,36,LOCATION,FGQS, ,148
3ID-CFW,093FF,ENGBDE-3ID-HHD,36,46,LOCATION,FGQS, ,149
3ID-CFW,093FF,ENGBDE-3ID-HHD,46,181,LOCATION,FGQS, ,150
3ID-CFW,093FF,ENGBDE-3ID-HHD,181,225,LOCATION,FGQS, ,151
3ID-CFW,093FF,1-BDE-3ID-HHC,0,16,LOCATION,FGQS, ,152
3ID-CFW,093FF,1-BDE-3ID-HHC,16,36,LOCATION,LOC-3ID-1BDE, ,153
3ID-CFW,093FF,1-BDE-3ID-HHC,36,46,LOCATION,LOC-3ID-1BDE, ,154
3ID-CFW,093FF,1-BDE-3ID-HHC,46,181,LOCATION,LOC-3ID-1BDE, ,155
3ID-CFW,093FF,1-BDE-3ID-HHC,181,225,LOCATION,FGQS, ,156
3ID-CFW,093FF,3-15-INFBN,0,16,LOCATION,FGQS, ,157
3ID-CFW,093FF,3-15-INFBN,16,36,LOCATION,LOC-3ID-1BDE, ,158
3ID-CFW,093FF,3-15-INFBN,36,46,LOCATION,LOC-3ID-1BDE, ,159
3ID-CFW,093FF,3-15-INFBN,46,181,LOCATION,LOC-3ID-1BDE, ,160
3ID-CFW,093FF,3-15-INFBN,181,225,LOCATION,FGQS, ,161
3ID-CFW,093FF,3-7-INFBN,0,16,LOCATION,FGQS, ,162
3ID-CFW,093FF,3-7-INFBN,16,36,LOCATION,LOC-3ID-1BDE, ,163
3ID-CFW,093FF,3-7-INFBN,36,46,LOCATION,LOC-3ID-1BDE, ,164
3ID-CFW,093FF,3-7-INFBN,46,181,LOCATION,LOC-3ID-1BDE, ,165
3ID-CFW,093FF,3-7-INFBN,181,225,LOCATION,FGQS, ,166
3ID-CFW,093FF,1-64-ARBN,0,16,LOCATION,FGQS, ,167
3ID-CFW,093FF,1-64-ARBN,16,36,LOCATION,LOC-3ID-1BDE, ,168
3ID-CFW,093FF,1-64-ARBN,36,46,LOCATION,LOC-3ID-1BDE, ,169
3ID-CFW,093FF,1-64-ARBN,46,181,LOCATION,LOC-3ID-1BDE, ,170
3ID-CFW,093FF,1-64-ARBN,181,225,LOCATION,FGQS, ,171
3ID-CFW,093FF,1-9-FABN,0,16,LOCATION,FGQS, ,172
3ID-CFW,093FF,1-9-FABN,16,36,LOCATION,LOC-3ID-1BDE, ,173
3ID-CFW,093FF,1-9-FABN,36,46,LOCATION,LOC-3ID-1BDE, ,174
3ID-CFW,093FF,1-9-FABN,46,181,LOCATION,LOC-3ID-1BDE, ,175
3ID-CFW,093FF,1-9-FABN,181,225,LOCATION,FGQS, ,176
3ID-CFW,093FF,11-ENGBN,0,16,LOCATION,FGQS, ,177
3ID-CFW,093FF,11-ENGBN,16,36,LOCATION,LOC-3ID-1BDE, ,178
3ID-CFW,093FF,11-ENGBN,36,46,LOCATION,LOC-3ID-1BDE, ,179
3ID-CFW,093FF,11-ENGBN,46,181,LOCATION,LOC-3ID-1BDE, ,180
3ID-CFW,093FF,11-ENGBN,181,225,LOCATION,FGQS, ,181
3ID-CFW,093FF,26-FSB,0,16,LOCATION,FGQS, ,182
3ID-CFW,093FF,26-FSB,16,36,LOCATION,LOC-3ID-1BDE, ,183
3ID-CFW,093FF,26-FSB,36,46,LOCATION,LOC-3ID-1BDE, ,184
3ID-CFW,093FF,26-FSB,46,181,LOCATION,LOC-3ID-1BDE, ,185
3ID-CFW,093FF,26-FSB,181,225,LOCATION,FGQS, ,186
3ID-CFW,093FF,2-BDE-3ID-HHC,0,31,LOCATION,FGQS, ,187
3ID-CFW,093FF,2-BDE-3ID-HHC,31,36,LOCATION,LOC-3ID-2BDE, ,188
3ID-CFW,093FF,2-BDE-3ID-HHC,36,46,LOCATION,LOC-3ID-2BDE, ,189
3ID-CFW,093FF,2-BDE-3ID-HHC,46,181,LOCATION,LOC-3ID-2BDE, ,190
3ID-CFW,093FF,2-BDE-3ID-HHC,181,225,LOCATION,FGQS, ,191
3ID-CFW,093FF,2-7-INFBN,0,31,LOCATION,FGQS, ,192
3ID-CFW,093FF,2-7-INFBN,31,36,LOCATION,LOC-3ID-2BDE, ,193
3ID-CFW,093FF,2-7-INFBN,36,46,LOCATION,LOC-3ID-2BDE, ,194
3ID-CFW,093FF,2-7-INFBN,46,181,LOCATION,LOC-3ID-2BDE, ,195
3ID-CFW,093FF,2-7-INFBN,181,225,LOCATION,FGQS, ,196
3ID-CFW,093FF,3-69-ARBN,0,31,LOCATION,FGQS, ,197
3ID-CFW,093FF,3-69-ARBN,31,36,LOCATION,LOC-3ID-2BDE, ,198
3ID-CFW,093FF,3-69-ARBN,36,46,LOCATION,LOC-3ID-2BDE, ,199
3ID-CFW,093FF,3-69-ARBN,46,181,LOCATION,LOC-3ID-2BDE, ,200
3ID-CFW,093FF,3-69-ARBN,181,225,LOCATION,FGQS, ,201
3ID-CFW,093FF,4-64-ARBN,0,31,LOCATION,FGQS, ,202
3ID-CFW,093FF,4-64-ARBN,31,36,LOCATION,LOC-3ID-2BDE, ,203
3ID-CFW,093FF,4-64-ARBN,36,46,LOCATION,LOC-3ID-2BDE, ,204
3ID-CFW,093FF,4-64-ARBN,46,181,LOCATION,LOC-3ID-2BDE, ,205
3ID-CFW,093FF,4-64-ARBN,181,225,LOCATION,FGQS, ,206
3ID-CFW,093FF,1-41-FABN,0,31,LOCATION,FGQS, ,207
3ID-CFW,093FF,1-41-FABN,31,36,LOCATION,LOC-3ID-2BDE, ,208
3ID-CFW,093FF,1-41-FABN,36,46,LOCATION,LOC-3ID-2BDE, ,209
3ID-CFW,093FF,1-41-FABN,46,181,LOCATION,LOC-3ID-2BDE, ,210
3ID-CFW,093FF,1-41-FABN,181,225,LOCATION,FGQS, ,211
3ID-CFW,093FF,10-ENGBN,0,31,LOCATION,FGQS, ,212
3ID-CFW,093FF,10-ENGBN,31,36,LOCATION,LOC-3ID-2BDE, ,213
3ID-CFW,093FF,10-ENGBN,36,46,LOCATION,LOC-3ID-2BDE, ,214
3ID-CFW,093FF,10-ENGBN,46,181,LOCATION,LOC-3ID-2BDE, ,215
3ID-CFW,093FF,10-ENGBN,181,225,LOCATION,FGQS, ,216
3ID-CFW,093FF,3-FSB,0,31,LOCATION,FGQS, ,217
3ID-CFW,093FF,3-FSB,31,36,LOCATION,LOC-3ID-2BDE, ,218
3ID-CFW,093FF,3-FSB,36,46,LOCATION,LOC-3ID-2BDE, ,219
3ID-CFW,093FF,3-FSB,46,181,LOCATION,LOC-3ID-2BDE, ,220
3ID-CFW,093FF,3-FSB,181,225,LOCATION,FGQS, ,221
3ID-CFW,093FF,3-BDE-OG,60,91,LOCATION,FGQS, ,222
3ID-CFW,093FF,3-BDE-OG,91,181,LOCATION,FGQS, ,223
3ID-CFW,093FF,3-BDE-OG,181,225,LOCATION,FGQS, ,224
3ID-CFW,093FF,24-SPTGP-HHC,0,11,LOCATION,FGQS, ,225
3ID-CFW,093FF,24-SPTGP-HHC,11,36,LOCATION,FGQS, ,226
3ID-CFW,093FF,24-SPTGP-HHC,36,46,LOCATION,FGQS, ,227
3ID-CFW,093FF,24-SPTGP-HHC,46,181,LOCATION,FGQS, ,228
3ID-CFW,093FF,24-SPTGP-HHC,181,225,LOCATION,FGQS, ,229
3ID-CFW,093FF,10-TCBN-OG,11,21,LOCATION,LQCN, ,230
3ID-CFW,093FF,10-TCBN-OG,21,36,LOCATION,LQCN, ,231
3ID-CFW,093FF,10-TCBN-OG,36,46,LOCATION,LQCN, ,232
3ID-CFW,093FF,10-TCBN-OG,46,181,LOCATION,LQCN, ,233
3ID-CFW,093FF,10-TCBN-OG,181,225,LOCATION,LQCN, ,234
3ID-CFW,093FF,10-TCBN-HHC,0,11,LOCATION,LQCN, ,235
3ID-CFW,093FF,416-TKCO-POL,0,11,LOCATION,LQCN, ,236
3ID-CFW,093FF,119-TCCO-CGO,0,11,LOCATION,LQCN, ,237
3ID-CFW,093FF,396-TCCO-PLS,0,11,LOCATION,LQCN, ,238
3ID-CFW,093FF,89-TKCO-CGO,0,11,LOCATION,LQCN, ,239
3ID-CFW,093FF,180-TCBN-OG,11,21,LOCATION,FGQS, ,240
3ID-CFW,093FF,180-TCBN-OG,21,36,LOCATION,FGQS, ,241
3ID-CFW,093FF,180-TCBN-OG,36,46,LOCATION,FGQS, ,242
3ID-CFW,093FF,180-TCBN-OG,46,181,LOCATION,FGQS, ,243
3ID-CFW,093FF,180-TCBN-OG,181,225,LOCATION,FGQS, ,244
3ID-CFW,093FF,180-TCBN-HHD,0,11,LOCATION,FGQS, ,245
3ID-CFW,093FF,96-TCCO-HET,0,11,LOCATION,FGQS, ,246
3ID-CFW,093FF,418-TKCO-POL,0,11,LOCATION,FGQS, ,247
3ID-CFW,093FF,406-TCDET-TPT,0,11,LOCATION,FGQS, ,248
3ID-CFW,093FF,24-CSB-OG,21,36,LOCATION,FGQS, ,249
3ID-CFW,093FF,24-CSB-OG,36,46,LOCATION,FGQS, ,250
3ID-CFW,093FF,24-CSB-OG,46,181,LOCATION,FGQS, ,251
3ID-CFW,093FF,24-CSB-OG,181,225,LOCATION,FGQS, ,252
3ID-CFW,093FF,24-CSB-HHD,0,21,LOCATION,FGQS, ,253
3ID-CFW,093FF,259-QMCO-FSVC,0,21,LOCATION,LOC-24-CSB, ,254
3ID-CFW,093FF,632-MAINTCO,0,21,LOCATION,LOC-24-CSB, ,255
3ID-CFW,093FF,343-QMCO-SPLY,0,21,LOCATION,LOC-24-CSB, ,256
3ID-CFW,093FF,110-QMCO-POLSPLY,0,21,LOCATION,LOC-24-CSB, ,257
3ID-CFW,093FF,553-CSB-OG,26,36,LOCATION,FGQS, ,258
3ID-CFW,093FF,553-CSB-OG,36,46,LOCATION,FGQS, ,259
3ID-CFW,093FF,553-CSB-OG,46,181,LOCATION,FGQS, ,260
3ID-CFW,093FF,553-CSB-OG,181,225,LOCATION,FGQS, ,261
3ID-CFW,093FF,553-CSB-HHD,0,26,LOCATION,FGQS, ,262
3ID-CFW,093FF,157-QMCO-FSVC,0,26,LOCATION,FGQS, ,263
3ID-CFW,093FF,602-MAINTCO,0,26,LOCATION,FGQS, ,264
3ID-CFW,093FF,226-QMCO-SPLY,0,26,LOCATION,FGQS, ,265
3ID-CFW,093FF,202-WTRPURDET,0,26,LOCATION,FGQS, ,266
3ID-CFW,093FF,186-WTRPURDET,0,26,LOCATION,FGQS, ,267
3ID-CFW,093FF,512-QMCO-WTRSPLY,0,26,LOCATION,FGQS, ,268
3ID-CFW,093FF,18-QMPLT,0,26,LOCATION,FGQS, ,269
3ID-CFW,093FF,24-ODCO,0,26,LOCATION,FGQS, ,270
3ID-CFW,093FF,21-MED-OG,31,36,LOCATION,FGQS, ,271
3ID-CFW,093FF,21-MED-OG,36,46,LOCATION,FGQS, ,272
3ID-CFW,093FF,21-MED-OG,46,181,LOCATION,FGQS, ,273
3ID-CFW,093FF,21-MED-OG,181,225,LOCATION,FGQS, ,274
3ID-CFW,093FF,21-MED-CSHOSP,0,31,LOCATION,FGQS, ,275
3ID-CFW,093FF,36-MEDEVACBN-GAMBCO,0,31,LOCATION,FGQS, ,276
3ID-CFW,093FF,61-ASMEDBN-MEDCO,0,31,LOCATION,FGQS, ,277
3ID-CFW,093FF,147-MEDLOGBN,0,31,LOCATION,FGQS, ,278
3ID-CFW,093FF,571-MEDDET-AMBL,0,31,LOCATION,FGQS, ,279
3ID-CFW,093FF,92-ENGBN-CBTHVY,0,11,LOCATION,LQCN, ,280
3ID-CFW,093FF,92-ENGBN-CBTHVY,11,21,LOCATION,LQCN, ,281
3ID-CFW,093FF,92-ENGBN-CBTHVY,21,36,LOCATION,LQCN, ,282
3ID-CFW,093FF,92-ENGBN-CBTHVY,36,46,LOCATION,LQCN, ,283
3ID-CFW,093FF,92-ENGBN-CBTHVY,46,181,LOCATION,LQCN, ,284
3ID-CFW,093FF,92-ENGBN-CBTHVY,181,225,LOCATION,LQCN, ,285
3ID-CFW,093FF,3-BDE-2ID-HHC,6,21,ACTIVITY_TYPE,Employment-Defensive, ,286
3ID-CFW,093FF,334-SIGCO,7,21,ACTIVITY_TYPE,Employment-Defensive, ,287
3ID-CFW,093FF,209-MICO,7,21,ACTIVITY_TYPE,Employment-Defensive, ,288
3ID-CFW,093FF,5-20-INFBN,6,21,ACTIVITY_TYPE,Employment-Defensive, ,289
3ID-CFW,093FF,1-14-CAVSQDN,9,21,ACTIVITY_TYPE,Employment-Defensive, ,290
3ID-CFW,093FF,52-INF-CCO,6,21,ACTIVITY_TYPE,Employment-Defensive, ,291
3ID-CFW,093FF,18-ENGCO,10,21,ACTIVITY_TYPE,Employment-Defensive, ,292
3ID-CFW,093FF,126-MEDTM-FSURG,6,21,ACTIVITY_TYPE,Employment-Defensive, ,293
3ID-CFW,093FF,3-MPCO,16,21,ACTIVITY_TYPE,Employment-Defensive, ,294
3ID-CFW,093FF,3ID-HHC,16,21,ACTIVITY_TYPE,Employment-Defensive, ,295
3ID-CFW,093FF,1-3-ADABN,16,21,ACTIVITY_TYPE,Employment-Defensive, ,296
3ID-CFW,093FF,12-FABTRY,16,21,ACTIVITY_TYPE,Employment-Defensive, ,297
3ID-CFW,093FF,39-FABTRY,16,21,ACTIVITY_TYPE,Employment-Defensive, ,298
3ID-CFW,093FF,DIVARTY-3ID-HHB,16,21,ACTIVITY_TYPE,Employment-Defensive, ,299
3ID-CFW,093FF,296-SPTBN,10,21,ACTIVITY_TYPE,Employment-Defensive, ,300
3ID-CFW,093FF,1-37-FABN,7,21,ACTIVITY_TYPE,Employment-Defensive, ,301
3ID-CFW,093FF,2-3-INFBN,8,21,ACTIVITY_TYPE,Employment-Defensive, ,302
3ID-CFW,093FF,1-23-INFBN,6,21,ACTIVITY_TYPE,Employment-Defensive, ,303
3ID-CFW,093FF,3-BDE-2ID-HHC,0,6,ACTIVITY_TYPE,Deployment, ,304
3ID-CFW,093FF,52-INF-CCO,0,6,ACTIVITY_TYPE,Deployment, ,305
3ID-CFW,093FF,1-14-CAVSQDN,0,9,ACTIVITY_TYPE,Deployment, ,306
3ID-CFW,093FF,3-AVNBDE-HHC,0,31,ACTIVITY_TYPE,Deployment, ,307
3ID-CFW,093FF,703-MSB,0,16,ACTIVITY_TYPE,Deployment, ,308
3ID-CFW,093FF,3-DISCOM-HHC,0,16,ACTIVITY_TYPE,Deployment, ,309
3ID-CFW,093FF,3-MPCO,0,16,ACTIVITY_TYPE,Deployment, ,310
3ID-CFW,093FF,3ID-HHC,0,16,ACTIVITY_TYPE,Deployment, ,311
3ID-CFW,093FF,126-MEDTM-FSURG,0,6,ACTIVITY_TYPE,Deployment, ,312
3ID-CFW,093FF,296-SPTBN,0,10,ACTIVITY_TYPE,Deployment, ,313
3ID-CFW,093FF,18-ENGCO,0,10,ACTIVITY_TYPE,Deployment, ,314
3ID-CFW,093FF,1-37-FABN,0,7,ACTIVITY_TYPE,Deployment, ,315
3ID-CFW,093FF,2-3-INFBN,0,8,ACTIVITY_TYPE,Deployment, ,316
