ASSEMBLY_ID,OPLAN_ID,COMPONENT_ID,START_CDAY,END_CDAY,ATTRIBUTE_NAME,ATTRIBUTE_VALUE,BLANK
3ID-135-CMT,093FF,1-10-FABN,60,91,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-10-FABN,91,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-10-FABN,91,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-10-FABN,91,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-10-FABN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-10-FABN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-10-FABN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,0,21,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,0,21,LOCATION,LOC-24-CSB, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,0,21,OPTEMPO,Low, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,21,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,21,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,21,36,OPTEMPO,High, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,110-QMCO-POLSPLY,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-14-CAVSQDN,0,9,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-14-CAVSQDN,0,9,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-14-CAVSQDN,0,9,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-14-CAVSQDN,9,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,1-14-CAVSQDN,9,21,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-14-CAVSQDN,9,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-14-CAVSQDN,21,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-14-CAVSQDN,21,46,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-14-CAVSQDN,21,46,OPTEMPO,High, 
3ID-135-CMT,093FF,1-14-CAVSQDN,46,106,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-14-CAVSQDN,46,106,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-14-CAVSQDN,46,106,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-14-CAVSQDN,106,135,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-14-CAVSQDN,106,135,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-14-CAVSQDN,106,135,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-15-INFBN,60,91,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-15-INFBN,60,91,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-15-INFBN,60,91,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-15-INFBN,91,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-15-INFBN,91,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-15-INFBN,91,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-15-INFBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-15-INFBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-15-INFBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,119-TCCO-CGO,0,11,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,119-TCCO-CGO,0,11,LOCATION,LQCN, 
3ID-135-CMT,093FF,119-TCCO-CGO,0,11,OPTEMPO,Low, 
3ID-135-CMT,093FF,119-TCCO-CGO,11,21,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,119-TCCO-CGO,11,21,LOCATION,LQCN, 
3ID-135-CMT,093FF,119-TCCO-CGO,11,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,119-TCCO-CGO,21,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,119-TCCO-CGO,21,36,LOCATION,LQCN, 
3ID-135-CMT,093FF,119-TCCO-CGO,21,36,OPTEMPO,Medium, 
3ID-135-CMT,093FF,119-TCCO-CGO,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,119-TCCO-CGO,36,46,LOCATION,LQCN, 
3ID-135-CMT,093FF,119-TCCO-CGO,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,119-TCCO-CGO,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,119-TCCO-CGO,46,181,LOCATION,LQCN, 
3ID-135-CMT,093FF,119-TCCO-CGO,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,119-TCCO-CGO,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,119-TCCO-CGO,181,225,LOCATION,LQCN, 
3ID-135-CMT,093FF,119-TCCO-CGO,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,11-ENGBN,0,16,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,11-ENGBN,0,16,LOCATION,FGQS, 
3ID-135-CMT,093FF,11-ENGBN,0,16,OPTEMPO,Low, 
3ID-135-CMT,093FF,11-ENGBN,16,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,11-ENGBN,16,36,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,11-ENGBN,16,36,OPTEMPO,High, 
3ID-135-CMT,093FF,11-ENGBN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,11-ENGBN,36,46,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,11-ENGBN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,11-ENGBN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,11-ENGBN,46,181,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,11-ENGBN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,11-ENGBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,11-ENGBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,11-ENGBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-23-INFBN,0,6,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-23-INFBN,0,6,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-23-INFBN,0,6,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-23-INFBN,6,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,1-23-INFBN,6,21,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-23-INFBN,6,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-23-INFBN,21,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-23-INFBN,21,46,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-23-INFBN,21,46,OPTEMPO,High, 
3ID-135-CMT,093FF,1-23-INFBN,46,106,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-23-INFBN,46,106,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-23-INFBN,46,106,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-23-INFBN,106,135,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-23-INFBN,106,135,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-23-INFBN,106,135,OPTEMPO,Low, 
3ID-135-CMT,093FF,123-SIGBN,0,31,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,123-SIGBN,0,31,LOCATION,FGQS, 
3ID-135-CMT,093FF,123-SIGBN,0,31,OPTEMPO,Low, 
3ID-135-CMT,093FF,123-SIGBN,31,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,123-SIGBN,31,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,123-SIGBN,31,36,OPTEMPO,High, 
3ID-135-CMT,093FF,123-SIGBN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,123-SIGBN,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,123-SIGBN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,123-SIGBN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,123-SIGBN,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,123-SIGBN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,123-SIGBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,123-SIGBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,123-SIGBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,0,6,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,0,6,LOCATION,FGQS, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,0,6,OPTEMPO,Low, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,6,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,6,21,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,6,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,21,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,21,46,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,21,46,OPTEMPO,High, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,46,106,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,46,106,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,46,106,OPTEMPO,Low, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,106,135,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,106,135,LOCATION,FGQS, 
3ID-135-CMT,093FF,126-MEDTM-FSURG,106,135,OPTEMPO,Low, 
3ID-135-CMT,093FF,12-FABTRY,0,16,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,12-FABTRY,0,16,LOCATION,FGQS, 
3ID-135-CMT,093FF,12-FABTRY,0,16,OPTEMPO,Low, 
3ID-135-CMT,093FF,12-FABTRY,16,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,12-FABTRY,16,21,LOCATION,FGQS, 
3ID-135-CMT,093FF,12-FABTRY,16,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,12-FABTRY,21,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,12-FABTRY,21,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,12-FABTRY,21,36,OPTEMPO,High, 
3ID-135-CMT,093FF,12-FABTRY,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,12-FABTRY,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,12-FABTRY,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,12-FABTRY,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,12-FABTRY,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,12-FABTRY,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,12-FABTRY,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,12-FABTRY,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,12-FABTRY,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-30-INFBN,60,91,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-30-INFBN,60,91,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-30-INFBN,60,91,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-30-INFBN,91,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-30-INFBN,91,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-30-INFBN,91,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-30-INFBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-30-INFBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-30-INFBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-37-FABN,0,7,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-37-FABN,0,7,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-37-FABN,0,7,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-37-FABN,7,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,1-37-FABN,7,21,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-37-FABN,7,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-37-FABN,21,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-37-FABN,21,46,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-37-FABN,21,46,OPTEMPO,High, 
3ID-135-CMT,093FF,1-37-FABN,46,106,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-37-FABN,46,106,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,1-37-FABN,46,106,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-37-FABN,106,135,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-37-FABN,106,135,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-37-FABN,106,135,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-3-ADABN,0,16,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-3-ADABN,0,16,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-ADABN,0,16,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-3-ADABN,16,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,1-3-ADABN,16,21,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-ADABN,16,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-3-ADABN,21,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-3-ADABN,21,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-ADABN,21,36,OPTEMPO,High, 
3ID-135-CMT,093FF,1-3-ADABN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-3-ADABN,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-ADABN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-3-ADABN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-3-ADABN,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-ADABN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-3-ADABN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-3-ADABN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-ADABN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-3-AVNBN,0,31,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-3-AVNBN,0,31,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-AVNBN,0,31,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-3-AVNBN,31,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-3-AVNBN,31,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-AVNBN,31,36,OPTEMPO,High, 
3ID-135-CMT,093FF,1-3-AVNBN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-3-AVNBN,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-AVNBN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-3-AVNBN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-3-AVNBN,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-AVNBN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-3-AVNBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-3-AVNBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-3-AVNBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-41-FABN,0,31,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-41-FABN,0,31,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-41-FABN,0,31,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-41-FABN,31,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-41-FABN,31,36,LOCATION,LOC-3ID-2BDE, 
3ID-135-CMT,093FF,1-41-FABN,31,36,OPTEMPO,High, 
3ID-135-CMT,093FF,1-41-FABN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-41-FABN,36,46,LOCATION,LOC-3ID-2BDE, 
3ID-135-CMT,093FF,1-41-FABN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-41-FABN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-41-FABN,46,181,LOCATION,LOC-3ID-2BDE, 
3ID-135-CMT,093FF,1-41-FABN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-41-FABN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-41-FABN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-41-FABN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,147-MEDLOGBN,0,31,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,147-MEDLOGBN,0,31,LOCATION,FGQS, 
3ID-135-CMT,093FF,147-MEDLOGBN,0,31,OPTEMPO,Low, 
3ID-135-CMT,093FF,147-MEDLOGBN,31,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,147-MEDLOGBN,31,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,147-MEDLOGBN,31,36,OPTEMPO,Medium, 
3ID-135-CMT,093FF,147-MEDLOGBN,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,147-MEDLOGBN,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,147-MEDLOGBN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,147-MEDLOGBN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,147-MEDLOGBN,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,147-MEDLOGBN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,147-MEDLOGBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,147-MEDLOGBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,147-MEDLOGBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,157-QMCO-FSVC,0,26,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,157-QMCO-FSVC,0,26,LOCATION,FGQS, 
3ID-135-CMT,093FF,157-QMCO-FSVC,0,26,OPTEMPO,Low, 
3ID-135-CMT,093FF,157-QMCO-FSVC,26,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,157-QMCO-FSVC,26,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,157-QMCO-FSVC,26,36,OPTEMPO,High, 
3ID-135-CMT,093FF,157-QMCO-FSVC,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,157-QMCO-FSVC,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,157-QMCO-FSVC,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,157-QMCO-FSVC,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,157-QMCO-FSVC,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,157-QMCO-FSVC,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,157-QMCO-FSVC,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,157-QMCO-FSVC,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,157-QMCO-FSVC,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-64-ARBN,0,16,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-64-ARBN,0,16,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-64-ARBN,0,16,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-64-ARBN,16,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-64-ARBN,16,36,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-64-ARBN,16,36,OPTEMPO,High, 
3ID-135-CMT,093FF,1-64-ARBN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-64-ARBN,36,46,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-64-ARBN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-64-ARBN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-64-ARBN,46,181,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-64-ARBN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-64-ARBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-64-ARBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-64-ARBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,180-TCBN-HHD,0,11,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,180-TCBN-HHD,0,11,LOCATION,FGQS, 
3ID-135-CMT,093FF,180-TCBN-HHD,0,11,OPTEMPO,Low, 
